Amtlicher Gemeindeschlüssel,Bezeichnung,Verwaltungsform,Produktgruppe,Produktgruppentext,Konto,Kontotext,Euro
51130000,Essen,1,231,Berufskollegs,6484,"Einzahlungen aus Kostenerstattungen, Kostenumlagen vom sonstigen öffentlichen Bereich",38124
51130000,Essen,1,231,Berufskollegs,6485,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von verbundenen Unternehmen, Beteiligungen und Sondervermögen",55
51130000,Essen,1,231,Berufskollegs,6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,532
51130000,Essen,1,231,Berufskollegs,6811,Investitionszuwendungen vom Land,497
51130000,Essen,1,231,Berufskollegs,7011,Dienstbezüge Beamte,100585
51130000,Essen,1,231,Berufskollegs,7012,Dienstbezüge Tariflich Beschäftigte,1743206
51130000,Essen,1,231,Berufskollegs,7019,Dienstbezüge Sonstige Beschäftigte,1549
51130000,Essen,1,231,Berufskollegs,7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,124425
51130000,Essen,1,231,Berufskollegs,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,40
51130000,Essen,1,231,Berufskollegs,7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,357082
51130000,Essen,1,231,Berufskollegs,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",6868
51130000,Essen,1,231,Berufskollegs,7111,Versorgungsbezüge Beamte,44749
51130000,Essen,1,231,Berufskollegs,7112,Versorgungsbezüge Tariflich Beschäftigte,40
51130000,Essen,1,231,Berufskollegs,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",9046
51130000,Essen,1,231,Berufskollegs,7211,Unterhaltung der Grundstücke und baulichen Anlagen,22574
51130000,Essen,1,231,Berufskollegs,7241,Bewirtschaftung der Grundstücke und baulichen Anlagen,2466
51130000,Essen,1,231,Berufskollegs,7255,Unterhaltung des sonstigen beweglichen Vermögens,45285
51130000,Essen,1,231,Berufskollegs,7271,Lernmittel nach dem Lernmittelfreiheitsgesetz,247237
51130000,Essen,1,231,Berufskollegs,7291,Auszahlungen für sonstige Dienstleistungen,755912
51130000,Essen,1,231,Berufskollegs,7411,Sonstige Personal- und Versorgungsauszahlungen,38702
51130000,Essen,1,231,Berufskollegs,7412,Besondere zahlungswirksame Aufwendungen für Beschäftigte,1168
51130000,Essen,1,231,Berufskollegs,7422,Mieten und Pachten,1485
51130000,Essen,1,231,Berufskollegs,7431,Geschäftsauszahlungen,6524
51130000,Essen,1,231,Berufskollegs,7441,"Steuern, Versicherungen, Schadensfälle",530051
51130000,Essen,1,231,Berufskollegs,7815,"Zuweisungen und Zuschüsse für Investitionen an verbundene Unternehmen, Beteiligungen und Sondervermögen",1500000
51130000,Essen,1,231,Berufskollegs,7831,Auszahlungen für den Erwerb von Vermögensgegenständen oberhalb der Wertgrenze von 410 Euro,953810
51130000,Essen,1,231,Berufskollegs,7832,Auszahlungen für den Erwerb von Vermögensgegenständen unterhalb der Wertgrenze von 410 Euro,198259
51130000,Essen,1,241,Schülerbeförderung,6481,"Einzahlungen aus Kostenerstattungen, Kostenumlagen vom Land",20424
51130000,Essen,1,241,Schülerbeförderung,6485,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von verbundenen Unternehmen, Beteiligungen und Sondervermögen",62
51130000,Essen,1,241,Schülerbeförderung,6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,40288
51130000,Essen,1,241,Schülerbeförderung,7011,Dienstbezüge Beamte,114327
51130000,Essen,1,241,Schülerbeförderung,7012,Dienstbezüge Tariflich Beschäftigte,66555
51130000,Essen,1,241,Schülerbeförderung,7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,4478
51130000,Essen,1,241,Schülerbeförderung,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,46
51130000,Essen,1,241,Schülerbeförderung,7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,13261
51130000,Essen,1,241,Schülerbeförderung,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",7102
51130000,Essen,1,241,Schülerbeförderung,7111,Versorgungsbezüge Beamte,50772
51130000,Essen,1,241,Schülerbeförderung,7112,Versorgungsbezüge Tariflich Beschäftigte,46
51130000,Essen,1,241,Schülerbeförderung,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",10263
51130000,Essen,1,241,Schülerbeförderung,7291,Auszahlungen für sonstige Dienstleistungen,8062902
51130000,Essen,1,241,Schülerbeförderung,7411,Sonstige Personal- und Versorgungsauszahlungen,524
51130000,Essen,1,241,Schülerbeförderung,7441,"Steuern, Versicherungen, Schadensfälle",189
51130000,Essen,1,242,Fördermaßnahmen für Schüler,6485,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von verbundenen Unternehmen, Beteiligungen und Sondervermögen",71
51130000,Essen,1,242,Fördermaßnahmen für Schüler,6561,Bußgelder,2777
51130000,Essen,1,242,Fördermaßnahmen für Schüler,6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,8
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7011,Dienstbezüge Beamte,126778
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7012,Dienstbezüge Tariflich Beschäftigte,110288
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,8928
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,53
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,25372
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",8150
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7111,Versorgungsbezüge Beamte,58009
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7112,Versorgungsbezüge Tariflich Beschäftigte,52
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",11756
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7291,Auszahlungen für sonstige Dienstleistungen,9699
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7411,Sonstige Personal- und Versorgungsauszahlungen,1154
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7431,Geschäftsauszahlungen,6762
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7441,"Steuern, Versicherungen, Schadensfälle",284
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7831,Auszahlungen für den Erwerb von Vermögensgegenständen oberhalb der Wertgrenze von 410 Euro,769
51130000,Essen,1,242,Fördermaßnahmen für Schüler,7832,Auszahlungen für den Erwerb von Vermögensgegenständen unterhalb der Wertgrenze von 410 Euro,100
51130000,Essen,1,243,Sonstige schulische Aufgaben,6141,Zuweisungen und Zuschüsse für laufende Zwecke vom Land,945280
51130000,Essen,1,243,Sonstige schulische Aufgaben,6144,Zuweisungen und Zuschüsse für laufende Zwecke vom sonstigen öffentlichen Bereich,840
51130000,Essen,1,243,Sonstige schulische Aufgaben,6145,"Zuweisungen und Zuschüsse für laufende Zwecke von verbundenen Unternehmen, Beteiligungen und Sondervermögen",722
51130000,Essen,1,243,Sonstige schulische Aufgaben,6421,Einzahlungen aus Verkauf,2980
51130000,Essen,1,243,Sonstige schulische Aufgaben,6485,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von verbundenen Unternehmen, Beteiligungen und Sondervermögen",423
51130000,Essen,1,243,Sonstige schulische Aufgaben,6561,Bußgelder,12050
51130000,Essen,1,243,Sonstige schulische Aufgaben,6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,6045
51130000,Essen,1,243,Sonstige schulische Aufgaben,7011,Dienstbezüge Beamte,780807
51130000,Essen,1,243,Sonstige schulische Aufgaben,7012,Dienstbezüge Tariflich Beschäftigte,999027
51130000,Essen,1,243,Sonstige schulische Aufgaben,7019,Dienstbezüge Sonstige Beschäftigte,4262
51130000,Essen,1,243,Sonstige schulische Aufgaben,7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,72356
51130000,Essen,1,243,Sonstige schulische Aufgaben,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,318
51130000,Essen,1,243,Sonstige schulische Aufgaben,7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,207662
51130000,Essen,1,243,Sonstige schulische Aufgaben,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",49342
51130000,Essen,1,243,Sonstige schulische Aufgaben,7111,Versorgungsbezüge Beamte,351176
51130000,Essen,1,243,Sonstige schulische Aufgaben,7112,Versorgungsbezüge Tariflich Beschäftigte,318
51130000,Essen,1,243,Sonstige schulische Aufgaben,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",71020
51130000,Essen,1,243,Sonstige schulische Aufgaben,7211,Unterhaltung der Grundstücke und baulichen Anlagen,83888
51130000,Essen,1,243,Sonstige schulische Aufgaben,7241,Bewirtschaftung der Grundstücke und baulichen Anlagen,255
51130000,Essen,1,243,Sonstige schulische Aufgaben,7251,Haltung von Fahrzeugen,15621
51130000,Essen,1,243,Sonstige schulische Aufgaben,7255,Unterhaltung des sonstigen beweglichen Vermögens,61666
51130000,Essen,1,243,Sonstige schulische Aufgaben,7281,Auszahlungen für sonstige Sachleistungen,57
51130000,Essen,1,243,Sonstige schulische Aufgaben,7291,Auszahlungen für sonstige Dienstleistungen,1322213
51130000,Essen,1,243,Sonstige schulische Aufgaben,7318,Zuweisungen und Zuschüsse für laufende Zwecke an übrige Bereiche,264795
51130000,Essen,1,243,Sonstige schulische Aufgaben,7411,Sonstige Personal- und Versorgungsauszahlungen,12108
51130000,Essen,1,243,Sonstige schulische Aufgaben,7412,Besondere zahlungswirksame Aufwendungen für Beschäftigte,10
51130000,Essen,1,243,Sonstige schulische Aufgaben,7421,Auszahlungen für ehrenamtliche und sonstige Tätigkeit,12936
51130000,Essen,1,243,Sonstige schulische Aufgaben,7422,Mieten und Pachten,29442
51130000,Essen,1,243,Sonstige schulische Aufgaben,7431,Geschäftsauszahlungen,498030
51130000,Essen,1,243,Sonstige schulische Aufgaben,7441,"Steuern, Versicherungen, Schadensfälle",5478
51130000,Essen,1,243,Sonstige schulische Aufgaben,7831,Auszahlungen für den Erwerb von Vermögensgegenständen oberhalb der Wertgrenze von 410 Euro,48904
51130000,Essen,1,243,Sonstige schulische Aufgaben,7832,Auszahlungen für den Erwerb von Vermögensgegenständen unterhalb der Wertgrenze von 410 Euro,27901
51130000,Essen,1,243,Sonstige schulische Aufgaben,7851,Auszahlungen für Hochbaumaßnahmen,2731
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",6141,Zuweisungen und Zuschüsse für laufende Zwecke vom Land,20000
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",6321,Benutzungsgebühren und ähnliche Entgelte,57641
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",6411,Mieten und Pachten,381
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",6421,Einzahlungen aus Verkauf,4482
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",6461,Sonstige privatrechtliche Leistungsentgelte,11400
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",6485,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von verbundenen Unternehmen, Beteiligungen und Sondervermögen",2589
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",6487,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von privaten Unternehmen",58542
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",6488,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von übrigen Bereichen",290
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,6136
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7011,Dienstbezüge Beamte,203587
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7012,Dienstbezüge Tariflich Beschäftigte,1501951
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7019,Dienstbezüge Sonstige Beschäftigte,36416
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,101582
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,81
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,279724
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",12989
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7111,Versorgungsbezüge Beamte,89250
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7112,Versorgungsbezüge Tariflich Beschäftigte,81
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",18056
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7211,Unterhaltung der Grundstücke und baulichen Anlagen,147994
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7241,Bewirtschaftung der Grundstücke und baulichen Anlagen,284529
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7251,Haltung von Fahrzeugen,6552
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7255,Unterhaltung des sonstigen beweglichen Vermögens,44351
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7281,Auszahlungen für sonstige Sachleistungen,71
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7291,Auszahlungen für sonstige Dienstleistungen,571688
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7315,"Zuweisungen und Zuschüsse für laufende Zwecke an verbundene Unternehmen, Beteiligungen und Sondervermögen",2550000
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7317,Zuweisungen und Zuschüsse für laufende Zwecke an private Unternehmen,158438
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7411,Sonstige Personal- und Versorgungsauszahlungen,13432
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7412,Besondere zahlungswirksame Aufwendungen für Beschäftigte,6130
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7421,Auszahlungen für ehrenamtliche und sonstige Tätigkeit,32714
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7422,Mieten und Pachten,234767
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7431,Geschäftsauszahlungen,213626
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7441,"Steuern, Versicherungen, Schadensfälle",348993
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7815,"Zuweisungen und Zuschüsse für Investitionen an verbundene Unternehmen, Beteiligungen und Sondervermögen",130000
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7831,Auszahlungen für den Erwerb von Vermögensgegenständen oberhalb der Wertgrenze von 410 Euro,399697
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7832,Auszahlungen für den Erwerb von Vermögensgegenständen unterhalb der Wertgrenze von 410 Euro,11233
51130000,Essen,1,252,"Museen, Sammlungen, Ausstellungen",7851,Auszahlungen für Hochbaumaßnahmen,9260000
51130000,Essen,1,261,Theater,6411,Mieten und Pachten,150
51130000,Essen,1,261,Theater,7315,"Zuweisungen und Zuschüsse für laufende Zwecke an verbundene Unternehmen, Beteiligungen und Sondervermögen",46100000
51130000,Essen,1,261,Theater,7431,Geschäftsauszahlungen,6000
51130000,Essen,1,261,Theater,7843,Auszahlungen für den Erwerb von sonstigen Anteilsrechten,2700000
51130000,Essen,1,261,Theater,7955,"Gewährung von Darlehen (ohne Ausleihungen) an verbundene Unternehmen, Beteiligungen und Sondervermögen",500000
51130000,Essen,1,263,Musikschulen,6141,Zuweisungen und Zuschüsse für laufende Zwecke vom Land,90050
51130000,Essen,1,263,Musikschulen,6144,Zuweisungen und Zuschüsse für laufende Zwecke vom sonstigen öffentlichen Bereich,412593
51130000,Essen,1,263,Musikschulen,6147,Zuweisungen und Zuschüsse für laufende Zwecke von privaten Unternehmen,119015
51130000,Essen,1,263,Musikschulen,6321,Benutzungsgebühren und ähnliche Entgelte,1655246
51130000,Essen,1,263,Musikschulen,6411,Mieten und Pachten,1148
51130000,Essen,1,263,Musikschulen,6461,Sonstige privatrechtliche Leistungsentgelte,2937
51130000,Essen,1,263,Musikschulen,6482,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von Gemeinden/GV",28800
51130000,Essen,1,263,Musikschulen,6485,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von verbundenen Unternehmen, Beteiligungen und Sondervermögen",97
51130000,Essen,1,263,Musikschulen,6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,4660
51130000,Essen,1,263,Musikschulen,6811,Investitionszuwendungen vom Land,137828
51130000,Essen,1,263,Musikschulen,6818,Investitionszuwendungen von übrigen Bereichen,169960
51130000,Essen,1,263,Musikschulen,7011,Dienstbezüge Beamte,178912
51130000,Essen,1,263,Musikschulen,7012,Dienstbezüge Tariflich Beschäftigte,3929549
51130000,Essen,1,263,Musikschulen,7019,Dienstbezüge Sonstige Beschäftigte,212343
51130000,Essen,1,263,Musikschulen,7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,268430
51130000,Essen,1,263,Musikschulen,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,72
51130000,Essen,1,263,Musikschulen,7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,801695
51130000,Essen,1,263,Musikschulen,7039,Beiträge zur gesetzlichen Sozialversicherung Sonstige Beschäftigte,10089
51130000,Essen,1,263,Musikschulen,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",12476
51130000,Essen,1,263,Musikschulen,7111,Versorgungsbezüge Beamte,79373
51130000,Essen,1,263,Musikschulen,7112,Versorgungsbezüge Tariflich Beschäftigte,72
51130000,Essen,1,263,Musikschulen,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",16058
51130000,Essen,1,263,Musikschulen,7211,Unterhaltung der Grundstücke und baulichen Anlagen,3156
51130000,Essen,1,263,Musikschulen,7251,Haltung von Fahrzeugen,10100
51130000,Essen,1,263,Musikschulen,7255,Unterhaltung des sonstigen beweglichen Vermögens,22151
51130000,Essen,1,263,Musikschulen,7281,Auszahlungen für sonstige Sachleistungen,131360
51130000,Essen,1,263,Musikschulen,7291,Auszahlungen für sonstige Dienstleistungen,56788
51130000,Essen,1,263,Musikschulen,7318,Zuweisungen und Zuschüsse für laufende Zwecke an übrige Bereiche,17280
51130000,Essen,1,263,Musikschulen,7411,Sonstige Personal- und Versorgungsauszahlungen,32997
51130000,Essen,1,263,Musikschulen,7421,Auszahlungen für ehrenamtliche und sonstige Tätigkeit,221151
51130000,Essen,1,263,Musikschulen,7422,Mieten und Pachten,504
51130000,Essen,1,263,Musikschulen,7429,Sonstige Auszahlungen für die Inanspruchnahme von Rechten und Diensten,1605
51130000,Essen,1,263,Musikschulen,7431,Geschäftsauszahlungen,57436
51130000,Essen,1,263,Musikschulen,7441,"Steuern, Versicherungen, Schadensfälle",9143
51130000,Essen,1,263,Musikschulen,7831,Auszahlungen für den Erwerb von Vermögensgegenständen oberhalb der Wertgrenze von 410 Euro,125793
51130000,Essen,1,263,Musikschulen,7832,Auszahlungen für den Erwerb von Vermögensgegenständen unterhalb der Wertgrenze von 410 Euro,218681
51130000,Essen,1,271,Volkshochschulen,6141,Zuweisungen und Zuschüsse für laufende Zwecke vom Land,1085416
51130000,Essen,1,271,Volkshochschulen,6142,Zuweisungen und Zuschüsse für laufende Zwecke von Gemeinden/GV,39000
51130000,Essen,1,271,Volkshochschulen,6145,"Zuweisungen und Zuschüsse für laufende Zwecke von verbundenen Unternehmen, Beteiligungen und Sondervermögen",2140
51130000,Essen,1,271,Volkshochschulen,6148,Zuweisungen und Zuschüsse für laufende Zwecke von übrigen Bereichen,2621
51130000,Essen,1,271,Volkshochschulen,6321,Benutzungsgebühren und ähnliche Entgelte,1268953
51130000,Essen,1,271,Volkshochschulen,6411,Mieten und Pachten,18270
51130000,Essen,1,271,Volkshochschulen,6421,Einzahlungen aus Verkauf,1500
51130000,Essen,1,271,Volkshochschulen,6461,Sonstige privatrechtliche Leistungsentgelte,327
51130000,Essen,1,271,Volkshochschulen,6480,"Einzahlungen aus Kostenerstattungen, Kostenumlagen vom Bund",46318
51130000,Essen,1,271,Volkshochschulen,6482,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von Gemeinden/GV",48491
51130000,Essen,1,271,Volkshochschulen,6484,"Einzahlungen aus Kostenerstattungen, Kostenumlagen vom sonstigen öffentlichen Bereich",11625
51130000,Essen,1,271,Volkshochschulen,6485,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von verbundenen Unternehmen, Beteiligungen und Sondervermögen",222
51130000,Essen,1,271,Volkshochschulen,6488,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von übrigen Bereichen",33981
51130000,Essen,1,271,Volkshochschulen,6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,661
51130000,Essen,1,271,Volkshochschulen,7011,Dienstbezüge Beamte,412230
51130000,Essen,1,271,Volkshochschulen,7012,Dienstbezüge Tariflich Beschäftigte,1509984
51130000,Essen,1,271,Volkshochschulen,7019,Dienstbezüge Sonstige Beschäftigte,720299
51130000,Essen,1,271,Volkshochschulen,7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,104661
51130000,Essen,1,271,Volkshochschulen,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,164
51130000,Essen,1,271,Volkshochschulen,7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,289359
51130000,Essen,1,271,Volkshochschulen,7039,Beiträge zur gesetzlichen Sozialversicherung Sonstige Beschäftigte,958
51130000,Essen,1,271,Volkshochschulen,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",25846
51130000,Essen,1,271,Volkshochschulen,7111,Versorgungsbezüge Beamte,181329
51130000,Essen,1,271,Volkshochschulen,7112,Versorgungsbezüge Tariflich Beschäftigte,163
51130000,Essen,1,271,Volkshochschulen,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",36692
51130000,Essen,1,271,Volkshochschulen,7211,Unterhaltung der Grundstücke und baulichen Anlagen,8007
51130000,Essen,1,271,Volkshochschulen,7241,Bewirtschaftung der Grundstücke und baulichen Anlagen,26477
51130000,Essen,1,271,Volkshochschulen,7255,Unterhaltung des sonstigen beweglichen Vermögens,28364
51130000,Essen,1,271,Volkshochschulen,7281,Auszahlungen für sonstige Sachleistungen,75483
51130000,Essen,1,271,Volkshochschulen,7291,Auszahlungen für sonstige Dienstleistungen,70484
51130000,Essen,1,271,Volkshochschulen,7391,Sonstige Transferauszahlungen,12801
51130000,Essen,1,271,Volkshochschulen,7411,Sonstige Personal- und Versorgungsauszahlungen,12942
51130000,Essen,1,271,Volkshochschulen,7412,Besondere zahlungswirksame Aufwendungen für Beschäftigte,2238
51130000,Essen,1,271,Volkshochschulen,7421,Auszahlungen für ehrenamtliche und sonstige Tätigkeit,373234
51130000,Essen,1,271,Volkshochschulen,7422,Mieten und Pachten,349
51130000,Essen,1,271,Volkshochschulen,7429,Sonstige Auszahlungen für die Inanspruchnahme von Rechten und Diensten,10998
51130000,Essen,1,271,Volkshochschulen,7431,Geschäftsauszahlungen,129416
51130000,Essen,1,271,Volkshochschulen,7441,"Steuern, Versicherungen, Schadensfälle",29400
51130000,Essen,1,271,Volkshochschulen,7831,Auszahlungen für den Erwerb von Vermögensgegenständen oberhalb der Wertgrenze von 410 Euro,43487
51130000,Essen,1,271,Volkshochschulen,7832,Auszahlungen für den Erwerb von Vermögensgegenständen unterhalb der Wertgrenze von 410 Euro,20855
51130000,Essen,1,272,Büchereien,6145,"Zuweisungen und Zuschüsse für laufende Zwecke von verbundenen Unternehmen, Beteiligungen und Sondervermögen",1350
51130000,Essen,1,272,Büchereien,6311,Verwaltungsgebühren,8681
51130000,Essen,1,272,Büchereien,6321,Benutzungsgebühren und ähnliche Entgelte,622601
51130000,Essen,1,272,Büchereien,6421,Einzahlungen aus Verkauf,1722
51130000,Essen,1,272,Büchereien,6461,Sonstige privatrechtliche Leistungsentgelte,7770
51130000,Essen,1,272,Büchereien,6485,"Einzahlungen aus Kostenerstattungen, Kostenumlagen von verbundenen Unternehmen, Beteiligungen und Sondervermögen",118
51130000,Essen,1,272,Büchereien,6591,Sonstige Einzahlungen aus laufender Verwaltungstätigkeit,173
51130000,Essen,1,272,Büchereien,6651,Gewinnanteile von verbundenen Unternehmen und aus Beteiligungen,8296
51130000,Essen,1,272,Büchereien,6691,Sonstige Finanzeinzahlungen,1189
51130000,Essen,1,272,Büchereien,6811,Investitionszuwendungen vom Land,27085
51130000,Essen,1,272,Büchereien,6812,Investitionszuwendungen von Gemeinden/GV,23400
51130000,Essen,1,272,Büchereien,6818,Investitionszuwendungen von übrigen Bereichen,3000
51130000,Essen,1,272,Büchereien,6831,Einzahlungen aus der Veräußerung von beweglichen Vermögensgegenständen,27422
51130000,Essen,1,272,Büchereien,7011,Dienstbezüge Beamte,210859
51130000,Essen,1,272,Büchereien,7012,Dienstbezüge Tariflich Beschäftigte,3860105
51130000,Essen,1,272,Büchereien,7019,Dienstbezüge Sonstige Beschäftigte,10144
51130000,Essen,1,272,Büchereien,7022,Beiträge zu Versorgungskassen Tariflich Beschäftigte,266283
51130000,Essen,1,272,Büchereien,7031,Beiträge zur gesetzlichen Sozialversicherung Beamte,86
51130000,Essen,1,272,Büchereien,7032,Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte,785239
51130000,Essen,1,272,Büchereien,7039,Beiträge zur gesetzlichen Sozialversicherung Sonstige Beschäftigte,1841
51130000,Essen,1,272,Büchereien,7041,"Beihilfen, Unterstützungsleistungen für Beschäftigte",14674
51130000,Essen,1,272,Büchereien,7111,Versorgungsbezüge Beamte,95446
51130000,Essen,1,272,Büchereien,7112,Versorgungsbezüge Tariflich Beschäftigte,87
51130000,Essen,1,272,Büchereien,7141,"Beihilfen, Unterstützungsleistungen für Versorgungsempfänger",19281
51130000,Essen,1,272,Büchereien,7211,Unterhaltung der Grundstücke und baulichen Anlagen,3496
51130000,Essen,1,272,Büchereien,7241,Bewirtschaftung der Grundstücke und baulichen Anlagen,9876
51130000,Essen,1,272,Büchereien,7251,Haltung von Fahrzeugen,2195
51130000,Essen,1,272,Büchereien,7255,Unterhaltung des sonstigen beweglichen Vermögens,9676
51130000,Essen,1,272,Büchereien,7291,Auszahlungen für sonstige Dienstleistungen,166954
51130000,Essen,1,272,Büchereien,7318,Zuweisungen und Zuschüsse für laufende Zwecke an übrige Bereiche,31787
51130000,Essen,1,272,Büchereien,7411,Sonstige Personal- und Versorgungsauszahlungen,43485
51130000,Essen,1,272,Büchereien,7412,Besondere zahlungswirksame Aufwendungen für Beschäftigte,310
51130000,Essen,1,272,Büchereien,7421,Auszahlungen für ehrenamtliche und sonstige Tätigkeit,16928
51130000,Essen,1,272,Büchereien,7422,Mieten und Pachten,136190
51130000,Essen,1,272,Büchereien,7423,Leasing,9643
51130000,Essen,1,272,Büchereien,7429,Sonstige Auszahlungen für die Inanspruchnahme von Rechten und Diensten,18
51130000,Essen,1,272,Büchereien,7431,Geschäftsauszahlungen,193802
51130000,Essen,1,272,Büchereien,7441,"Steuern, Versicherungen, Schadensfälle",12279
